ReturnID,OrderID,CustomerID,ReturnDate,Reason,RefundAmount,RestockingFee,Country,Region
RET001261,ORD00000911,CUST001969,30/11/2025,Changed mind,123.28,4.76,France,West
RET001262,ORD00015994,CUST004406,09/10/2023,Wrong item,87.04,8.45,UK,West
RET001263,ORD00035439,CUST004090,24/05/2025,Damage in shipping,200.26,19.59,USA,East
RET001264,ORD00024805,CUST003197,31/12/2020,Not as described,48.98,3.43,France,Central
RET001265,ORD00029662,CUST003457,16/11/2020,Defective,75.96,12.6,Australia,North
RET001266,ORD00034566,CUST004470,18/08/2025,Quality issue,166.41,22.97,France,South
RET001267,ORD00036425,CUST002926,07/04/2024,Wrong item,484.21,52.52,India,North
RET001268,ORD00017027,CUST001242,13/09/2020,Defective,15.33,2.19,Australia,East
RET001269,ORD00017625,CUST001685,28/01/2026,Defective,372.91,13.74,Japan,Central
RET001270,ORD00032498,CUST004958,09/08/2023,Changed mind,161.66,22.27,UK,East
RET001271,ORD00023607,CUST004589,29/07/2026,No longer needed,445.73,63.58,France,West
RET001272,ORD00009624,CUST002698,11/05/2021,Defective,184.11,9.16,Canada,South
RET001273,ORD00031116,CUST003396,19/04/2026,Defective,152.54,19.6,India,Central
RET001274,ORD00046471,CUST002558,10/11/2025,No longer needed,335.02,7.02,Australia,West
RET001275,ORD00043226,CUST002782,19/08/2026,No longer needed,34,2.51,USA,South
RET001276,ORD00032701,CUST004446,28/03/2024,Quality issue,548.35,41.02,India,East
RET001277,ORD00023702,CUST000653,27/09/2026,Better price found,7.01,0.13,UK,East
RET001278,ORD00015601,CUST001920,10/06/2023,No longer needed,13.57,2.32,Canada,North
RET001279,ORD00043199,CUST003553,06/03/2025,No longer needed,95.14,15.35,India,Central
RET001280,ORD00009473,CUST002676,18/02/2024,Wrong item,149.8,16.01,Australia,South
RET001281,ORD00006939,CUST003009,11/06/2023,No longer needed,221.81,24.13,UK,South
RET001282,ORD00042045,CUST004662,11/08/2025,Damage in shipping,637.81,3.07,Germany,South
RET001283,ORD00002741,CUST001680,18/12/2025,Better price found,39.9,6.93,Japan,East
RET001284,ORD00005703,CUST003857,19/08/2025,Quality issue,961.22,23.14,India,Central
RET001285,ORD00040269,CUST004175,15/06/2023,Quality issue,502.88,14.12,Canada,East
RET001286,ORD00015074,CUST001544,04/04/2024,Better price found,86.03,9.91,Australia,Central
RET001287,ORD00026870,CUST001259,23/03/2023,Better price found,46.38,3.57,France,East
RET001288,ORD00044102,CUST000710,10/10/2020,Quality issue,23.5,0.57,Germany,East
RET001289,ORD00037697,CUST004580,22/01/2022,No longer needed,170.63,13.85,Canada,East
RET001290,ORD00040046,CUST004385,15/04/2025,Damage in shipping,175.3,16.37,UK,East
RET001291,ORD00002475,CUST001894,13/02/2020,Not as described,15.81,0.91,France,South
RET001292,ORD00018839,CUST002640,18/07/2020,Defective,10.07,1.67,India,East
RET001293,ORD00028483,CUST002709,24/10/2023,Defective,41.74,1.32,UK,South
RET001294,ORD00013012,CUST000743,13/01/2027,Defective,71.27,7.3,UK,South
RET001295,ORD00022326,CUST002210,11/01/2025,Better price found,200.43,35.07,USA,North
RET001296,ORD00026877,CUST004041,08/02/2020,No longer needed,37.55,1.17,Japan,Central
RET001297,ORD00030472,CUST000929,12/01/2026,Wrong item,89.81,16.05,Canada,South
RET001298,ORD00041032,CUST004491,10/07/2026,Defective,518.95,36.11,USA,South
RET001299,ORD00029672,CUST003520,27/10/2026,No longer needed,939.38,114.13,Germany,East
RET001300,ORD00038918,CUST004945,21/08/2020,Not as described,71.8,7.82,India,Central
RET001301,ORD00011740,CUST003746,23/07/2023,Defective,719.96,77.08,UK,West
RET001302,ORD00009597,CUST004365,22/07/2020,Defective,151.28,7.14,France,Central
RET001303,ORD00013516,CUST002337,29/09/2025,Quality issue,1681.93,253.24,Germany,North
RET001304,ORD00023157,CUST003624,22/01/2023,Quality issue,68.98,1.57,Japan,Central
RET001305,ORD00022421,CUST000709,03/04/2021,Defective,124.14,18.88,Canada,East
RET001306,ORD00009423,CUST003660,02/04/2024,No longer needed,79.5,1.86,Germany,West
RET001307,ORD00000769,CUST000007,15/06/2026,Changed mind,46.91,1.43,Germany,Central
RET001308,ORD00015450,CUST001776,23/05/2025,Wrong item,879.35,181.42,India,North
RET001309,ORD00007885,CUST001916,25/05/2024,Better price found,23.77,0.58,Japan,North
RET001310,ORD00011924,CUST002849,23/11/2024,Not as described,327.03,25.99,India,South
RET001311,ORD00004165,CUST002985,22/03/2026,Better price found,195.6,35.33,USA,South
RET001312,ORD00016033,CUST003700,03/01/2027,Defective,5.96,0.85,Canada,Central
RET001313,ORD00021708,CUST001133,04/05/2020,Changed mind,104.52,2.19,UK,Central
RET001314,ORD00004789,CUST004857,26/01/2024,Better price found,315.41,6.88,Australia,South
RET001315,ORD00007178,CUST000529,18/02/2020,No longer needed,19.75,0.63,Canada,North
RET001316,ORD00044207,CUST004968,25/10/2022,Wrong item,281.27,10.35,Japan,Central
RET001317,ORD00010847,CUST004356,12/12/2026,Defective,413,0.56,India,West
RET001318,ORD00002233,CUST001404,18/12/2020,Defective,158.26,7.6,India,South
RET001319,ORD00015000,CUST002321,15/01/2021,Wrong item,45.58,3.06,Canada,North
RET001320,ORD00040413,CUST002574,02/03/2025,Changed mind,1.75,0.07,Canada,North
RET001321,ORD00019155,CUST003487,05/04/2024,Not as described,265.86,46.55,UK,North
RET001322,ORD00002335,CUST002031,11/08/2021,Not as described,158.95,9.07,Canada,North
RET001323,ORD00041755,CUST004741,28/11/2025,Defective,588.5,82.94,Canada,North
RET001324,ORD00000005,CUST003358,27/04/2024,Better price found,340.98,22.22,UK,West
RET001325,ORD00011428,CUST002310,22/04/2025,Defective,382.69,42.76,Australia,South
RET001326,ORD00018456,CUST004759,12/09/2021,Wrong item,49.15,6.19,Canada,South
RET001327,ORD00001007,CUST000598,18/08/2021,Better price found,58.94,0.68,Japan,South
RET001328,ORD00023328,CUST002997,01/09/2024,Wrong item,227.06,0.5,Japan,West
RET001329,ORD00036754,CUST003585,31/01/2022,Quality issue,58.11,7.28,Germany,West
RET001330,ORD00036250,CUST004145,24/05/2022,Better price found,197.35,16.96,USA,South
RET001331,ORD00016727,CUST000425,26/08/2023,Quality issue,67.12,9.13,UK,East
RET001332,ORD00012207,CUST003969,20/04/2021,No longer needed,164.28,18.25,Australia,West
RET001333,ORD00048249,CUST002657,17/02/2021,Better price found,185.65,22.63,Japan,West
RET001334,ORD00030424,CUST004231,07/11/2026,Better price found,126.81,1.47,Germany,West
RET001335,ORD00015142,CUST003660,08/01/2023,Not as described,411.71,55.6,Germany,West
RET001336,ORD00008577,CUST004163,01/06/2020,Wrong item,42.43,0.83,India,North
RET001337,ORD00041826,CUST004636,23/04/2021,Damage in shipping,40.03,5.33,France,North
RET001338,ORD00048234,CUST004799,28/11/2020,Changed mind,237.94,33.89,USA,West
RET001339,ORD00043061,CUST001779,01/12/2024,No longer needed,36.73,1.44,USA,West
RET001340,ORD00037454,CUST000607,06/05/2020,No longer needed,192.07,11.06,UK,South
RET001341,ORD00013429,CUST001517,17/08/2022,Changed mind,53.12,7.66,France,West
RET001342,ORD00030547,CUST004531,09/08/2023,Damage in shipping,367.77,41.19,Canada,West
RET001343,ORD00046535,CUST004755,10/09/2022,Better price found,146.16,6.96,Australia,North
RET001344,ORD00026016,CUST004946,10/12/2020,Defective,227.31,2.56,Canada,East
RET001345,ORD00027340,CUST002831,20/06/2022,No longer needed,144.77,22.19,Japan,North
RET001346,ORD00047692,CUST003975,30/10/2025,No longer needed,743.64,17.38,Canada,West
RET001347,ORD00028722,CUST000569,21/11/2020,Better price found,16.49,1,UK,West
RET001348,ORD00015311,CUST002814,18/11/2024,No longer needed,225.06,18.43,India,Central
RET001349,ORD00014119,CUST004200,17/10/2020,Defective,80.96,4.45,UK,North
RET001350,ORD00002030,CUST004013,21/02/2021,Wrong item,152.32,20.55,Germany,Central
RET001351,ORD00003498,CUST001989,22/05/2020,Wrong item,25.72,2.95,Germany,South
RET001352,ORD00048524,CUST003375,02/03/2022,Not as described,203.98,14.31,USA,Central
RET001353,ORD00045887,CUST003418,23/08/2021,Damage in shipping,23.59,2.89,Canada,South
RET001354,ORD00018253,CUST001304,02/03/2020,Damage in shipping,135.17,12.95,Canada,East
RET001355,ORD00003569,CUST001291,31/10/2023,Not as described,253.92,14.78,Japan,West
RET001356,ORD00039494,CUST003754,19/01/2026,Damage in shipping,171.01,3.88,Japan,West
RET001357,ORD00044167,CUST001055,04/07/2023,Not as described,4.68,0.58,India,Central
RET001358,ORD00023913,CUST003602,09/05/2026,Changed mind,51.82,1.12,Australia,West
RET001359,ORD00040302,CUST004784,17/11/2024,Changed mind,244.7,35.01,Japan,North
RET001360,ORD00010225,CUST001353,05/07/2025,Not as described,57.3,6.69,Japan,East
RET001361,ORD00042920,CUST003477,20/04/2023,Quality issue,172,23.14,India,Central
RET001362,ORD00037867,CUST004596,07/04/2024,Wrong item,176.87,23.47,Japan,South
RET001363,ORD00026810,CUST001780,25/10/2022,Quality issue,145.01,3.77,Australia,North
RET001364,ORD00006937,CUST002950,09/05/2022,Better price found,233.09,20.01,Australia,West
RET001365,ORD00013688,CUST001507,05/12/2022,Better price found,80.33,5.5,Germany,North
RET001366,ORD00031396,CUST004538,03/09/2021,Defective,212.42,16.07,Japan,West
RET001367,ORD00006982,CUST003519,23/09/2023,Better price found,214.78,15.62,USA,West
RET001368,ORD00044790,CUST002620,20/02/2025,Wrong item,348.66,23.62,France,Central
RET001369,ORD00023113,CUST000176,19/12/2024,Quality issue,116.94,4.45,USA,South
RET001370,ORD00001803,CUST001250,13/01/2022,Quality issue,71.37,7.18,France,East
RET001371,ORD00017863,CUST004784,13/01/2023,Better price found,600.34,4.31,Japan,North
RET001372,ORD00011212,CUST004595,16/09/2021,Defective,151.66,10.54,Canada,East
RET001373,ORD00023930,CUST003048,28/04/2024,Wrong item,84.64,10.26,UK,North
RET001374,ORD00045323,CUST000700,08/05/2023,Changed mind,26.53,0.53,India,Central
RET001375,ORD00019990,CUST002485,03/10/2025,Quality issue,528.43,39.27,France,North
RET001376,ORD00010769,CUST001483,05/10/2020,Damage in shipping,148.26,17.42,Japan,South
RET001377,ORD00003090,CUST004024,19/02/2025,Damage in shipping,520.17,29.14,France,West
RET001378,ORD00024182,CUST000999,19/05/2022,Quality issue,119.79,5.76,Canada,North
RET001379,ORD00041280,CUST003846,12/05/2021,No longer needed,5.99,0.11,USA,East
RET001380,ORD00048763,CUST000417,28/12/2023,No longer needed,176.38,22.94,Australia,Central
RET001381,ORD00008706,CUST000052,18/07/2024,No longer needed,318.27,51.39,India,West
RET001382,ORD00024171,CUST000134,29/02/2020,Changed mind,16.33,2.43,Japan,South
RET001383,ORD00012081,CUST001436,18/06/2020,Not as described,145.15,3.7,UK,Central
RET001384,ORD00031465,CUST001180,20/06/2025,Changed mind,35.59,2.03,India,West
RET001385,ORD00032729,CUST001019,29/07/2023,Quality issue,8.28,0.84,Australia,North
RET001386,ORD00026788,CUST004585,08/03/2023,Quality issue,23.53,0.07,UK,North
RET001387,ORD00046533,CUST001645,04/04/2020,Changed mind,47.04,6.92,France,South
RET001388,ORD00025790,CUST004404,25/04/2020,Changed mind,29.21,3.91,USA,East
RET001389,ORD00013474,CUST003771,08/11/2020,Better price found,40.05,2.24,Germany,South
RET001390,ORD00027092,CUST000563,30/01/2023,Better price found,402.04,34.8,Japan,South
RET001391,ORD00017416,CUST002080,28/10/2023,Damage in shipping,917.29,69.97,USA,Central
RET001392,ORD00033010,CUST001099,26/01/2021,Better price found,310.06,45.83,UK,West
RET001393,ORD00032274,CUST002698,17/09/2022,Changed mind,151.51,25.33,Canada,South
RET001394,ORD00015303,CUST004950,19/05/2022,Changed mind,629.92,9.22,Canada,East
RET001395,ORD00004714,CUST003529,18/03/2022,No longer needed,59.87,2.45,France,East
RET001396,ORD00039381,CUST002394,25/02/2022,Defective,101.63,11.42,UK,East
RET001397,ORD00013440,CUST002985,18/08/2026,Defective,232.45,17.61,USA,South
RET001398,ORD00011125,CUST003457,09/02/2026,Damage in shipping,639.37,64.61,Australia,North
RET001399,ORD00046147,CUST004211,19/09/2022,Defective,143.84,10.93,USA,East
RET001400,ORD00005849,CUST003215,21/03/2021,Not as described,58.06,8.3,India,East
RET001401,ORD00013863,CUST004054,15/11/2020,Wrong item,25.71,2.16,Australia,West
RET001402,ORD00013127,CUST003128,18/04/2020,Defective,126.96,6.45,Canada,North
RET001403,ORD00046253,CUST001841,04/11/2022,Changed mind,235.83,6.62,Germany,East
RET001404,ORD00016256,CUST004878,26/08/2023,Better price found,130.89,17.22,USA,West
RET001405,ORD00015018,CUST001165,22/01/2025,Wrong item,211.01,29.2,UK,South
RET001406,ORD00006617,CUST002894,21/03/2025,Better price found,1162.92,181.02,UK,Central
RET001407,ORD00025613,CUST001465,19/03/2023,Quality issue,81.78,5.68,Germany,East
RET001408,ORD00027692,CUST001979,14/12/2026,Defective,1091.13,36.02,Australia,Central
RET001409,ORD00039995,CUST000890,25/09/2021,No longer needed,16.79,2.54,Germany,South
RET001410,ORD00008540,CUST000287,22/07/2026,Quality issue,221.81,22.38,Canada,North
RET001411,ORD00038369,CUST001429,02/09/2026,Damage in shipping,773.17,74.3,India,West
RET001412,ORD00032390,CUST002613,03/07/2021,Changed mind,24.23,1.72,Canada,South
RET001413,ORD00048557,CUST003114,30/11/2025,Defective,84.82,4.38,Germany,West
RET001414,ORD00017514,CUST002785,12/11/2026,Quality issue,80.1,8.16,Germany,Central
RET001415,ORD00014911,CUST002551,05/02/2026,Not as described,386.32,62.9,Canada,North
RET001416,ORD00002798,CUST002467,09/04/2024,Better price found,300.03,11.87,Germany,South
RET001417,ORD00038324,CUST001793,15/02/2026,Changed mind,262.43,37.33,India,East
RET001418,ORD00021746,CUST003579,05/10/2026,Changed mind,418.91,63.41,USA,Central
RET001419,ORD00016284,CUST000698,02/11/2025,No longer needed,219.92,35.15,Canada,North
RET001420,ORD00014818,CUST001071,05/02/2022,Damage in shipping,9.54,1.14,Canada,West
RET001421,ORD00011950,CUST001553,28/07/2020,Defective,108.16,15.41,Australia,South
RET001422,ORD00038559,CUST001534,04/07/2020,Defective,17.62,0.85,UK,East
RET001423,ORD00048212,CUST002570,15/01/2024,Not as described,296.35,22.61,Canada,East
RET001424,ORD00037892,CUST004602,20/08/2026,No longer needed,249.71,18.35,France,South
RET001425,ORD00040426,CUST001273,01/08/2023,Wrong item,79.29,8.76,Japan,Central
RET001426,ORD00045176,CUST002147,16/03/2026,Wrong item,896.49,181.2,UK,North
RET001427,ORD00018633,CUST002652,08/11/2022,Quality issue,131.69,16.09,Japan,North
RET001428,ORD00006883,CUST001315,06/05/2026,Damage in shipping,99.31,17.05,Germany,West
RET001429,ORD00037821,CUST003300,08/05/2022,Changed mind,72.01,7.01,Australia,South
RET001430,ORD00032119,CUST003139,21/12/2021,Changed mind,2.22,0.34,France,North
RET001431,ORD00043312,CUST000987,13/08/2025,No longer needed,42.88,5.75,UK,East
RET001432,ORD00007777,CUST003742,23/07/2025,Quality issue,154.16,18.96,France,East
RET001433,ORD00026914,CUST003686,07/12/2023,Wrong item,1092.9,89.16,UK,West
RET001434,ORD00048959,CUST003159,06/05/2023,No longer needed,180.35,2.54,India,Central
RET001435,ORD00022417,CUST001834,04/06/2024,No longer needed,320.68,47.58,Japan,West
RET001436,ORD00039641,CUST003050,07/05/2024,Changed mind,708.66,101.51,France,North
RET001437,ORD00020073,CUST002731,02/10/2021,Changed mind,42.32,7.28,India,West
RET001438,ORD00014280,CUST002051,19/10/2021,Changed mind,110.77,14.29,France,East
RET001439,ORD00005207,CUST000584,09/04/2026,Defective,315.75,30.38,Canada,East
RET001440,ORD00032637,CUST000126,23/06/2023,Changed mind,17.96,1.89,India,West
RET001441,ORD00037248,CUST004596,23/08/2026,Damage in shipping,54.53,2.87,Japan,South
RET001442,ORD00046887,CUST000009,04/01/2021,No longer needed,121.64,3.3,Canada,North
RET001443,ORD00025229,CUST004522,09/06/2025,Quality issue,246.54,38.49,UK,North
RET001444,ORD00006096,CUST001273,03/01/2027,Damage in shipping,1297.74,172.18,Japan,Central
RET001445,ORD00006957,CUST004363,06/12/2024,Damage in shipping,114.75,2.37,France,North
RET001446,ORD00041717,CUST000969,31/07/2021,Defective,106.37,8.97,Germany,East
RET001447,ORD00037016,CUST001202,05/03/2023,Changed mind,24.59,3.11,France,North
RET001448,ORD00047847,CUST002818,14/08/2021,Damage in shipping,69.48,7.8,France,South
RET001449,ORD00000755,CUST003706,21/05/2025,No longer needed,560.1,53.53,Australia,Central
RET001450,ORD00022621,CUST001951,16/11/2026,Damage in shipping,114.2,10.29,India,East
RET001451,ORD00024101,CUST000994,21/09/2024,No longer needed,400.91,31.95,USA,Central
RET001452,ORD00041683,CUST002602,25/08/2026,Wrong item,1097.51,106.9,India,South
RET001453,ORD00047816,CUST003125,23/03/2020,Quality issue,41.83,2.26,Canada,Central
RET001454,ORD00010598,CUST004371,11/09/2025,Damage in shipping,398.86,36.89,Canada,West
RET001455,ORD00041854,CUST001366,07/06/2024,Defective,300.05,35.88,UK,East
RET001456,ORD00018073,CUST001277,07/03/2026,Defective,6.77,0.64,Canada,West
RET001457,ORD00037716,CUST001104,12/03/2020,No longer needed,18.15,0.72,Germany,West
RET001458,ORD00031191,CUST001248,17/04/2022,Not as described,18.08,1.7,Canada,North
RET001459,ORD00011398,CUST001290,07/06/2024,Quality issue,117.57,14.12,Germany,North
RET001460,ORD00002966,CUST002707,14/11/2020,Better price found,65.99,7.32,Japan,South
RET001461,ORD00046345,CUST000709,31/07/2024,Wrong item,15.53,2.43,Canada,East
RET001462,ORD00043932,CUST000607,23/08/2022,Not as described,249.35,43.02,UK,South
RET001463,ORD00008072,CUST004990,24/02/2023,Wrong item,224.56,38.83,USA,South
RET001464,ORD00011473,CUST003784,08/04/2025,No longer needed,125.2,22.86,Australia,South
RET001465,ORD00029393,CUST004137,24/05/2026,Not as described,250.82,16.11,USA,West
RET001466,ORD00041333,CUST003720,17/12/2022,Better price found,2.5,0.08,Canada,South
RET001467,ORD00047140,CUST003352,08/10/2025,Wrong item,241.44,10.67,Japan,East
RET001468,ORD00030258,CUST002352,19/09/2024,Quality issue,91.42,7.11,Japan,North
RET001469,ORD00022490,CUST000704,03/04/2020,Changed mind,17.83,1.11,Canada,South
RET001470,ORD00016084,CUST000207,18/07/2025,Better price found,621.95,72.88,Canada,East
RET001471,ORD00012115,CUST003098,27/08/2024,No longer needed,153.49,15.97,UK,East
RET001472,ORD00035641,CUST001661,16/05/2023,Wrong item,282.88,37.9,France,East
RET001473,ORD00014938,CUST000877,24/03/2021,Wrong item,166.2,1.76,Canada,East
RET001474,ORD00012034,CUST002615,26/03/2024,Changed mind,194.04,9.53,India,South
RET001475,ORD00049719,CUST001843,24/09/2021,Changed mind,100.71,13.8,UK,Central
RET001476,ORD00038207,CUST003251,03/03/2026,Wrong item,591,71.01,France,East
RET001477,ORD00033888,CUST000131,25/11/2023,Quality issue,123.43,13.06,France,West
RET001478,ORD00001894,CUST004108,12/02/2021,Quality issue,48.61,5.83,Germany,North
RET001479,ORD00046203,CUST004509,17/08/2022,Quality issue,133.64,15.8,France,East
RET001480,ORD00046621,CUST004724,07/08/2024,Changed mind,0.37,0.08,Germany,West
RET001481,ORD00020707,CUST000773,24/01/2022,Changed mind,363.82,61.12,Japan,Central
RET001482,ORD00042353,CUST002875,29/01/2023,Defective,103.99,20.48,Japan,South
RET001483,ORD00020950,CUST001253,21/02/2023,Quality issue,142.53,19.42,Canada,Central
RET001484,ORD00011739,CUST002951,05/06/2020,Defective,106.35,5.99,Germany,South
RET001485,ORD00040912,CUST003149,06/08/2020,Not as described,162.98,22.35,Canada,Central
RET001486,ORD00010649,CUST002931,03/07/2020,Quality issue,16.06,2.84,Canada,South
RET001487,ORD00048591,CUST002930,08/12/2020,Quality issue,120.36,18.49,France,Central
RET001488,ORD00015975,CUST001995,23/01/2022,Not as described,556.69,38.39,Australia,East
RET001489,ORD00025692,CUST002727,08/05/2024,Better price found,318.88,26.57,Australia,West
RET001490,ORD00043531,CUST002897,29/03/2023,Defective,12.88,1.45,India,East
RET001491,ORD00032353,CUST002784,14/02/2025,Damage in shipping,47.35,2.32,USA,South
RET001492,ORD00007008,CUST000881,04/11/2025,Wrong item,464.02,15.08,France,South
RET001493,ORD00048356,CUST001386,22/09/2025,Damage in shipping,128,20.67,India,North
RET001494,ORD00021567,CUST001750,30/10/2024,Better price found,422.97,64.82,Japan,West
RET001495,ORD00047255,CUST002781,11/03/2021,Defective,5.93,0.78,Japan,West
RET001496,ORD00015808,CUST001273,13/07/2020,Not as described,99.32,6.79,Japan,Central
RET001497,ORD00043867,CUST002786,17/11/2026,Defective,216.72,5.03,Japan,North
RET001498,ORD00002655,CUST002880,17/11/2024,Damage in shipping,99.47,16.78,Canada,North
RET001499,ORD00031588,CUST001956,23/01/2025,No longer needed,93.03,12.22,Canada,North
RET001500,ORD00045540,CUST002466,25/11/2022,No longer needed,702.52,72.01,UK,Central
RET001501,ORD00047353,CUST001434,03/02/2023,Not as described,57.8,2.38,Japan,North
RET001502,ORD00035349,CUST003782,28/07/2022,Damage in shipping,167.89,5.99,UK,East
RET001503,ORD00008861,CUST000734,25/05/2020,No longer needed,22.03,3.54,USA,Central
RET001504,ORD00044677,CUST003575,19/07/2025,Better price found,503.26,12.68,Japan,North
RET001505,ORD00028442,CUST002017,31/01/2023,Quality issue,19.69,1.46,France,East
RET001506,ORD00022131,CUST003572,28/09/2022,Defective,67.66,5.05,Germany,East
RET001507,ORD00040332,CUST000824,13/09/2021,Wrong item,294.47,12.74,USA,North
RET001508,ORD00005038,CUST000612,10/02/2024,No longer needed,262.35,9.5,India,North
RET001509,ORD00006908,CUST002678,29/01/2024,Quality issue,297.04,2.25,France,West
RET001510,ORD00022309,CUST001506,18/05/2024,Defective,470.43,71.76,France,Central
RET001511,ORD00017656,CUST004374,14/09/2021,Changed mind,174.18,24.05,Canada,Central
RET001512,ORD00028583,CUST002360,27/09/2024,Quality issue,71.38,10.43,Canada,North
RET001513,ORD00022979,CUST000936,09/06/2026,Defective,33.85,6.84,USA,North
RET001514,ORD00016619,CUST000461,28/06/2025,Quality issue,351.59,19.22,France,South
RET001515,ORD00005130,CUST003421,30/12/2023,Wrong item,122.03,13.11,France,East
RET001516,ORD00027518,CUST003027,07/08/2025,Not as described,828.5,69.16,Japan,West
RET001517,ORD00041627,CUST001748,20/01/2023,Not as described,53.51,3.93,Canada,North
RET001518,ORD00049207,CUST001965,03/07/2023,Changed mind,160.17,13.46,UK,East
RET001519,ORD00039261,CUST003727,17/11/2023,Not as described,293.84,14.61,Australia,West
RET001520,ORD00006642,CUST000637,18/04/2022,Defective,8.59,0.93,France,West
RET001521,ORD00042774,CUST002826,04/06/2020,Better price found,38.01,4.45,USA,Central
RET001522,ORD00033527,CUST002085,26/08/2022,Damage in shipping,83.17,8.47,Australia,West
RET001523,ORD00036674,CUST000106,04/01/2026,Wrong item,434.29,61,India,Central
RET001524,ORD00001648,CUST001880,10/04/2020,Better price found,10.86,1.29,UK,East
RET001525,ORD00030953,CUST000607,11/03/2022,Wrong item,285.14,52.09,UK,South
RET001526,ORD00022552,CUST004366,09/02/2026,Changed mind,128.71,18.57,USA,East
RET001527,ORD00029296,CUST001260,09/11/2024,Wrong item,102.19,1.66,Canada,West
RET001528,ORD00048592,CUST004189,11/05/2024,Defective,86.45,11.45,India,Central
RET001529,ORD00037050,CUST004616,30/04/2024,Better price found,130.62,19.06,India,West
RET001530,ORD00002176,CUST000762,17/03/2024,Quality issue,63.77,7.19,UK,East
RET001531,ORD00027802,CUST000947,16/12/2023,No longer needed,469.72,25.1,Japan,West
RET001532,ORD00037681,CUST000561,24/02/2023,Changed mind,208.18,10.46,Germany,North
RET001533,ORD00025089,CUST004554,01/06/2022,Quality issue,86.64,12.32,Canada,Central
RET001534,ORD00024547,CUST003532,12/04/2020,Defective,95.53,6.74,Australia,East
RET001535,ORD00037192,CUST000024,18/11/2023,Quality issue,66.63,3.92,Canada,South
RET001536,ORD00037005,CUST002338,14/06/2023,Damage in shipping,124.08,5.1,France,West
RET001537,ORD00047482,CUST000815,07/12/2020,Changed mind,69.34,8.18,Germany,Central
RET001538,ORD00026930,CUST000621,20/12/2026,Not as described,612.05,32.97,France,East
RET001539,ORD00039646,CUST000273,12/01/2027,Better price found,647.76,20.06,India,East
RET001540,ORD00041098,CUST000947,18/09/2023,No longer needed,357.46,48.51,Japan,West
RET001541,ORD00010324,CUST003506,30/07/2025,Quality issue,1141.55,68.18,UK,North
RET001542,ORD00004342,CUST004646,29/08/2020,No longer needed,139.16,10.63,Australia,East
RET001543,ORD00010387,CUST004186,01/10/2025,Quality issue,20.91,0.57,USA,East
RET001544,ORD00046527,CUST002935,26/08/2023,No longer needed,603.68,36.37,UK,South
RET001545,ORD00031706,CUST001290,20/02/2026,Changed mind,233.64,41.8,Germany,North
RET001546,ORD00024461,CUST004291,01/06/2021,Wrong item,148.19,19.01,Canada,East
RET001547,ORD00009244,CUST002199,11/12/2026,Not as described,406.04,59.22,Germany,West
RET001548,ORD00002891,CUST003036,24/03/2020,Changed mind,95.97,14.51,Japan,East
RET001549,ORD00014518,CUST000072,28/11/2025,Changed mind,184.83,5.29,France,West
RET001550,ORD00039992,CUST000569,30/05/2023,Changed mind,52.88,5.15,UK,West
RET001551,ORD00038912,CUST003120,04/07/2026,Wrong item,72.32,13.43,India,West
RET001552,ORD00039362,CUST002584,05/05/2026,Not as described,314.85,27.63,USA,South
RET001553,ORD00043620,CUST002449,19/05/2023,Better price found,75.54,1.22,France,South
RET001554,ORD00042027,CUST002806,01/02/2024,Better price found,45.73,6.06,France,East
RET001555,ORD00023330,CUST001820,27/09/2026,Better price found,156.35,1.02,Germany,Central
RET001556,ORD00036273,CUST000932,18/09/2025,Damage in shipping,105.93,12.91,India,West
RET001557,ORD00022497,CUST002710,17/06/2021,Better price found,129.24,2.63,USA,East
RET001558,ORD00041702,CUST002211,20/12/2026,Changed mind,248.75,6.26,UK,North
RET001559,ORD00015345,CUST002323,07/05/2020,Better price found,232.68,25.71,France,South
RET001560,ORD00022674,CUST002045,26/03/2025,Wrong item,922.87,134,India,South
RET001561,ORD00015440,CUST001198,24/10/2023,Changed mind,104.61,13.27,France,West
RET001562,ORD00041446,CUST002631,04/01/2027,Damage in shipping,199.4,8.72,France,North
RET001563,ORD00041100,CUST002264,21/12/2020,Damage in shipping,64.56,0.55,Australia,East
RET001564,ORD00009779,CUST000804,21/05/2025,Damage in shipping,543.33,87.27,Japan,East
RET001565,ORD00015539,CUST000025,10/05/2021,Changed mind,142.14,16.6,India,East
RET001566,ORD00031232,CUST001289,02/01/2027,Not as described,311.85,0.86,Canada,North
RET001567,ORD00002342,CUST003835,17/10/2022,Better price found,93.27,14.14,India,North
RET001568,ORD00036223,CUST002315,20/06/2025,No longer needed,349.7,33.12,Australia,North
RET001569,ORD00026605,CUST000382,07/12/2022,Changed mind,85.55,11.19,Japan,Central
RET001570,ORD00004223,CUST003913,12/07/2021,Better price found,151.97,24.68,Australia,East
RET001571,ORD00011546,CUST003900,10/09/2022,No longer needed,1.73,0.26,Germany,South
RET001572,ORD00011444,CUST002303,29/09/2026,No longer needed,121.99,7.33,Japan,South
RET001573,ORD00034239,CUST002338,08/07/2021,Not as described,109.43,18.43,France,West
RET001574,ORD00031766,CUST002212,06/09/2021,Changed mind,356.07,31.25,UK,North
RET001575,ORD00044789,CUST002365,20/12/2023,Damage in shipping,242.94,19.29,USA,North
RET001576,ORD00000265,CUST004691,05/11/2021,Not as described,38.38,2.65,France,East
